"ModelID","Task","Paper","Year","ModelType","Economy","Category","KeyFeatures","DateAdded","Status"
"NK_CKL09","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Role of Labor Markets for Euro Area Monetary Policy","2009","New Keynesian DSGE with search-and-matching labor market frictions (calibrated to Euro Area)","Euro Area","5. Labour Market Frictions (Search & Matching)","search-and-matching, Right-to-manage wage bargaining, Calvo prices, Monopolistically competitive intermediate goods firms, Investment + government spending","2026-06-18","derivation-only (needs_review)"
"NK_CW09","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Credit Frictions and Optimal Monetary Policy","2009","New Keynesian DSGE with heterogeneous households and credit frictions","Generic (calibrated to US)","3. Financial Accelerator / BGG-type Credit Frictions","patient/impatient HH, credit frictions, Government bonds, Calvo prices, linear","2026-06-18","derivation-only (needs_review)"
"NK_DEFK17","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Output Gap, Monetary Policy Trade-offs and Financial Frictions","2017","New Keynesian DSGE with Financial Frictions","Closed economy (calibrated to the US)","3. Financial Accelerator / BGG-type Credit Frictions","credit frictions, Capitalized gross profits, Fixed costs in the retail, Calvo prices, investment adj. costs, banking sector","2026-06-18","derivation-only (needs_review)"
"NK_DT12","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Optimal Monetary Policy in a Model of the Credit Channel","2013","New Keynesian DSGE with Financial Frictions and Banking","Closed economy (calibrated to US data)","3. Financial Accelerator / BGG-type Credit Frictions","costly state verification, endogenous default, Calvo prices, risk/uncertainty shocks","2026-06-18","derivation-only (needs_review)"
"NK_ET14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Unconventional Government Debt Purchases as a Supplement to Conventional Monetary Policy","2014","New Keynesian DSGE with Unconventional Monetary Policy (QE)","Closed economy (stylized)","9. Unconventional Monetary Policy / QE","QE/asset purchases, Calvo prices+wages, investment adj. costs, imperfect substitutability, Multiple preference + technology shocks","2026-06-18","derivation-only (needs_review)"
"NK_FLMF18","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy Spillovers, Global Commodity Prices and Cooperation","2018","New Keynesian DSGE, Small Open Economy with Commodity Sector","Small open economy with a foreign (rest-of-world) block; commodity prices determined globally","6. Open Economy / Multi-Country","small open economy, Commodity goods enter both consumption, Foreign share in CPI, commodity/energy sector, Calvo prices, Multiple equilibrium concepts","2026-06-18","derivation-only (needs_review)"
"NK_FNL23","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Toward a Green Economy: The Role of Central Bank's Asset Purchases","2023","New Keynesian DSGE with Green and Brown Production Sectors","Closed economy with two production sectors (green and brown)","9. Unconventional Monetary Policy / QE","green/brown sectors, QE/asset purchases, firm-specific capital, imperfect substitutability, emission/carbon tax, carbon/pollution dynamics","2026-06-18","derivation-only (needs_review)"
"NK_GHP16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Housework and Fiscal Expansions","2016","New Keynesian DSGE with Home Production","Closed economy (calibrated to the US)","5. Labour Market Frictions (Search & Matching)","home production, Two types of capital, Two types of consumption, Home + market labor, Calvo prices, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"NK_GK09lin","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Intermediation and Credit Policy in Business Cycle Analysis","2010","New Keynesian DSGE with Financial Intermediation (Linearized Version)","Closed economy (calibrated to the US)","4. Banking Sector / Bank Capital Channel","financial intermediary, Leverage ratio, Bank diversion friction, Calvo prices, habit formation, variable capital util., investment adj. costs, external finance premium","2026-06-18","derivation-only (needs_review)"
"NK_GK11","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Model of Unconventional Monetary Policy","2011","New Keynesian DSGE with Financial Intermediaries and Unconventional Monetary Policy","Closed economy (calibrated to the US)","4. Banking Sector / Bank Capital Channel","financial intermediary, QE/asset purchases, Calvo prices, habit formation, variable capital util., investment adj. costs, bank capital/leverage, Government spending sector included","2026-06-18","derivation-only (needs_review)"
"NK_GK13","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","QE 1 vs. 2 vs. 3...: A Framework for Analyzing Large-Scale Asset Purchases as a Monetary Policy Tool","2013","New Keynesian DSGE with Financial Intermediaries, Government Bonds, and QE Programs","Closed economy (calibrated to the US)","4. Banking Sector / Bank Capital Channel","Gertler-Karadi, Two separate leverage/agency constraints, Distinct bank balance sheet accounting, Separate premia for capital, Models QE1, ZLB, Calvo prices, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"NK_GLSV07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Understanding the Effects of Government Spending on Consumption","2007","New Keynesian DSGE with Rule-of-Thumb Consumers","Closed economy (calibrated to the US)","7. Fiscal Policy / Government Spending","rule-of-thumb HH, markup shocks, Calvo prices, capital accumulation, deficit financing","2026-06-18","derivation-only (needs_review)"
"NK_GM05","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy and Exchange Rate Volatility in a Small Open Economy","2005","New Keynesian DSGE, Small Open Economy","Small open economy (SOE) facing an exogenous rest-of-world block","6. Open Economy / Multi-Country","small open economy, Domestic inflation, UIP risk premium, Calvo prices, inflation targeting, World economy is exogenous, Terms of trade","2026-06-18","derivation-only (needs_review)"
"NK_GM07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Banking and Interest Rates in Monetary Policy Analysis: A Quantitative Exploration","2007","New Keynesian DSGE with Explicit Banking Sector","Closed economy (calibrated to the US)","11. Money-in-the-Model","banking sector, Three types of assets, Banking uses collateral, Multiple interest rate spreads, external finance premium, Money in the model, Calvo prices, capital accumulation","2026-06-18","derivation-only (needs_review)"
"NK_GM16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Understanding the Gains from Wage Flexibility: The Exchange Rate Connection","2016","New Keynesian DSGE, Small Open Economy in Currency Union","Small open economy (SOE) in a currency union (no independent nominal exchange rate)","5. Labour Market Frictions (Search & Matching)","small open economy, currency/monetary union, Calvo prices+wages, Multiple gap variables","2026-06-18","derivation-only (needs_review)"
"NK_GS14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Should Monetary Policy Lean Against the Wind? An Analysis Based on a DSGE Model with Banking","2014","New Keynesian DSGE with Financial Frictions and Banking Sector","Closed economy (calibrated to the euro area / US)","13. Macroprudential Policy","patient/impatient HH, Banks intermediate between patient households, bank capital/leverage, collateral constraints (LTV), Calvo prices, Borrowing constraint","2026-06-18","derivation-only (needs_review)"
"NK_GSSZ17","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation Dynamics during the Financial Crisis","2017","New Keynesian DSGE with Financial Frictions in Price-Setting","Closed economy (calibrated to the US)","3. Financial Accelerator / BGG-type Credit Frictions","credit frictions, Firms issue equity, habit formation, Calvo prices, preference/risk-premium shocks","2026-06-18","derivation-only (needs_review)"
"NK_JO15_ht","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Productivity Shocks and Monetary Policy in a Two-Country Model","2015","New Keynesian Two-Country (Two-Region) Open Economy DSGE","Two-country model (domestic and foreign economies); High Trade Openness variant (alpha = 0.9)","6. Open Economy / Multi-Country","two-country, High level of trade openness, Calvo prices, UIP risk premium, Output gap","2026-06-18","derivation-only (needs_review)"
"NK_JO15_lt","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Productivity Shocks and Monetary Policy in a Two-Country Model","2015","New Keynesian Two-Country (Two-Region) Open Economy DSGE","Two-country model (domestic and foreign economies); Low Trade Openness variant (alpha = 0.1)","6. Open Economy / Multi-Country","two-country, Low level of trade openness, Calvo prices, UIP risk premium, Output gap","2026-06-18","derivation-only (needs_review)"
"NK_KM16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Public Debt and Changing Inflation Targets","2016","New Keynesian DSGE with Government Debt and Imperfectly Observed Inflation Target","Closed economy (calibrated to the US)","1. Baseline NK / Monetary Policy Rules","inflation targeting, Money demand, Two variants tracked, Calvo prices, fiscal rule, Distinction between short-term deposits, Government spending + debt","2026-06-18","derivation-only (needs_review)"
"NK_KRS12","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary and Macroprudential Policy Rules in a Model with House Price Booms","2012","New Keynesian DSGE with Housing, Collateral Constraints, and Macroprudential Policy","Closed economy with two sectors (consumption goods and housing)","8. Housing / Collateral Constraints","housing market, patient/impatient HH, collateral constraints (LTV), Calvo prices","2026-06-18","derivation-only (needs_review)"
"NK_KW16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Fiscal Deficits, Financial Fragility, and the Effectiveness of Government Policies","2016","New Keynesian DSGE with Banking Sector and Sovereign Debt","Closed economy (calibrated to euro area)","4. Banking Sector / Bank Capital Channel","financial intermediary, govt debt dynamics, Asset choice by banks, bank capital/leverage, Fiscal sector, Calvo prices, investment adj. costs, ZLB","2026-06-18","derivation-only (needs_review)"
"NK_LWW03","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Performance of Forecast-Based Monetary Policy Rules Under Model Uncertainty","2003","Small Semi-Structural New Keynesian Model (linearized)","Closed economy (calibrated to the US)","1. Baseline NK / Monetary Policy Rules","IS curve, Phillips curve, Natural rate of interest, Cost-push / inflation persistence shock, Quarterly frequency calibration","2026-06-18","derivation-only (needs_review)"
"NK_MCN99cr","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Performance of Operational Policy Rules in an Estimated Semiclassical Structural Model","1999","Semi-Classical / Hybrid New Keynesian Model (linearized), CR variant","Closed economy (estimated on US data)","1. Baseline NK / Monetary Policy Rules","Aggregate demand, real balance effect, Multiple assets, Stochastic trends in output, Estimated on US data, credit frictions","2026-06-18","derivation-only (needs_review)"
"NK_MI14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Theory of Countercyclical Government Multiplier","2014","New Keynesian DSGE with Search-and-Matching Labor Market","Closed economy (calibrated to the US)","5. Labour Market Frictions (Search & Matching)","search-and-matching, Labor market tightness, Unemployment, Government employment, Job matching function, Nash bargaining, Rotemberg price adj., Quasi-labor supply is convex","2026-06-18","derivation-only (needs_review)"
"NK_MM10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Role of Bank Capital in the Propagation of Shocks","2010","New Keynesian DSGE with Banking Sector","United States (stylized)","4. Banking Sector / Bank Capital Channel","Three agent types, bank capital/leverage, Calvo prices+wages, habit formation, money-in-utility (MIU)","2026-06-18","derivation-only (needs_review)"
"NK_MPT10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Unemployment Fiscal Multipliers","2010","New Keynesian DSGE with Search and Matching Labor Market","United States (monthly calibration)","5. Labour Market Frictions (Search & Matching)","search-and-matching, Calvo prices, investment adj. costs, habit formation, Nash bargaining, Endogenous unemployment + vacancy posting, Flexible-price","2026-06-18","derivation-only (needs_review)"
"NK_NS14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Fiscal Stimulus in a Monetary Union: Evidence from US Regions","2014","New Keynesian DSGE, Two-Region Open Economy (Linear)","Two-country/two-region monetary union (calibrated to US)","7. Fiscal Policy / Government Spending","two-country, Calvo prices, capital accumulation, CES aggregation","2026-06-18","derivation-only (needs_review)"
"NK_PP17","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Coordinating Monetary and Macroprudential Policies","2017","New Keynesian DSGE with Financial Frictions (Linear)","Stylized (United States calibration)","13. Macroprudential Policy","credit frictions, financial intermediary, banking sector, Rotemberg price adj., macroprudential policy","2026-06-18","derivation-only (needs_review)"
"NK_PSV16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Price of Capital and the Financial Accelerator","2016","New Keynesian DSGE with Financial Accelerator (BGG-type)","Stylized (US-calibrated)","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), Phillips curve, costly state verification, Tobin's Q investment channel","2026-06-18","derivation-only (needs_review)"
"NK_RA16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Bank Leverage Cycles and the External Finance Premium","2016","New Keynesian DSGE with Dual Financial Accelerator (Linear)","United States","4. Banking Sector / Bank Capital Channel","financial accelerator (BGG), banking sector, variable capital util., Calvo prices, habit formation, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"NK_RW06","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Optimal Monetary Policy with the Cost Channel","2006","New Keynesian (3-equation, Linear)","Stylized","1. Baseline NK / Monetary Policy Rules","Minimal three-equation New Keynesian model, cost channel, Calvo prices","2026-06-18","derivation-only (needs_review)"
"NK_RW97","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy","1997","New Keynesian (3-equation, Linear)","United States","1. Baseline NK / Monetary Policy Rules","Calvo prices, preference/risk-premium shocks","2026-06-18","derivation-only (needs_review)"
"NK_ST13","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inside Money in General Equilibrium: Does It Matter for Monetary Policy?","2013","New Keynesian DSGE with Financial Intermediation and Inside Money","Stylized","4. Banking Sector / Bank Capital Channel","inside money, deposit-in-advance, portfolio choice, Rotemberg price adj., investment adj. costs, external finance premium, Flexible-price counterpart for output gap","2026-06-18","derivation-only (needs_review)"
"RBC_DTT11","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy and the Financing of Firms","2011","Real Business Cycle with Financial Frictions and Optimal Monetary Policy","Stylized","3. Financial Accelerator / BGG-type Credit Frictions","credit frictions, endogenous default, nominal debt contracts, costly state verification","2026-06-18","derivation-only (needs_review)"
"UK_SM11","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","An Estimated DSGE Model of Energy, Costs and Inflation in the United Kingdom","2011","New Keynesian DSGE, Small Open Economy with Energy Sector (Linear)","United Kingdom","10. Energy & Commodities","imported energy inputs, Three consumption sub-categories, small open economy, investment adj. costs, habit formation, Calvo prices+wages, Bayesian estimation, Flexible-price counterpart for output/value-added gap","2026-06-18","derivation-only (needs_review)"
"US_ACELm","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Firm-Specific Capital, Nominal Rigidities and the Business Cycle","2011","Medium-Scale New Keynesian DSGE with Firm-Specific Capital (Linear)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","firm-specific capital, Calvo prices, Calvo wages, habit formation, variable capital util., investment adj. costs, Money-in-advance, IST shocks","2026-06-18","derivation-only (needs_review)"
"US_ACELswm","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Firm-Specific Capital, Nominal Rigidities and the Business Cycle","2011","Medium-Scale New Keynesian DSGE without Cost Channel (Linear)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Switches off working capital/cost channel, Calvo prices, Calvo wages, habit formation, variable capital util., investment adj. costs, Money-in-advance, Growth model with stochastic trends","2026-06-18","derivation-only (needs_review)"
"US_ACELswt","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Firm-Specific Capital, Nominal Rigidities and the Business Cycle","2011","Medium-Scale New Keynesian DSGE without Cost Channel (Linear)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Switches off working capital/cost channel, Calvo prices, Calvo wages, habit formation, variable capital util., investment adj. costs, Money-in-advance, Growth model with stochastic trends","2026-06-18","derivation-only (needs_review)"
"US_ACELt","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Firm-Specific Capital, Nominal Rigidities and the Business Cycle","2011","Medium-Scale New Keynesian DSGE with Firm-Specific Capital and Cost Channel (Linear)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Cost channel active, firm-specific capital, Calvo prices, Calvo wages, habit formation, variable capital util., investment adj. costs, Money-in-advance","2026-06-18","derivation-only (needs_review)"
"US_AJ16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Intermediation, Investment Dynamics, and Business Cycle Fluctuations","2016","New Keynesian DSGE with Heterogeneous Firms and Financial Intermediation","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial intermediary, Two types of firms, Calvo prices","2026-06-18","derivation-only (needs_review)"
"US_BB18","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Oil Supply Shocks and the U.S. Economy: An Estimated DSGE Model","2018","New Keynesian DSGE with Energy/Oil Sector","United States","10. Energy & Commodities","Consumer durables sector, Transportation sector, Final goods aggregating across sectors, Estimated on US data","2026-06-18","derivation-only (needs_review)"
"US_BKM12","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Smets-Wouters Model Re-estimated on Bimonthly US Data with Sector-Specific Deflators","2012","Medium-Scale New Keynesian Bayesian DSGE (Smets-Wouters framework, Linear)","United States (bimonthly frequency, 1989-2009)","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Based on Smets + Wouters, Re-estimated on bimonthly US data, Calvo prices, Calvo wages, habit formation, variable capital util., investment adj. costs, 7 structural shocks","2026-06-18","derivation-only (needs_review)"
"US_CCF12","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Macroeconomic Effects of Large-Scale Asset Purchase Programmes","2012","New Keynesian DSGE with Bond Market Segmentation (Linear)","United States","9. Unconventional Monetary Policy / QE","Smets-Wouters, term structure, Bond market segmentation, Long-term government bonds, QE/asset purchases, Calvo prices+wages","2026-06-18","derivation-only (needs_review)"
"US_CCTW10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","New Keynesian versus Old Keynesian Government Spending Multipliers","2010","Medium-Scale New Keynesian Bayesian DSGE with Fiscal Block (Linear)","United States","7. Fiscal Policy / Government Spending","Based on Smets + Wouters, Ricardian/non-Ricardian HH, govt debt dynamics, fiscal rule, hand-to-mouth HH, Calvo prices, Calvo wages, habit formation","2026-06-18","derivation-only (needs_review)"
"US_CD08","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Financial Accelerator in an Estimated New Keynesian Model","2008","New Keynesian DSGE with Financial Accelerator (BGG)","United States/Canada","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), costly state verification, entrepreneur net worth, money-in-utility (MIU), Calvo prices, Capital adjustment costs, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_CET15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Understanding the Great Recession","2015","Medium-Scale New Keynesian DSGE with Unemployment and Search Frictions","United States","5. Labour Market Frictions (Search & Matching)","search-and-matching, habit formation, investment adj. costs, Calvo prices, Calvo wages, Two parallel economies, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_CFOP14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Estimating Contract Indexation in a Financial Accelerator Model","2014","Medium-Scale New Keynesian DSGE with Financial Accelerator and Contract Indexation","United States","3. Financial Accelerator / BGG-type Credit Frictions","Based on Smets-Wouters, financial accelerator (BGG), Estimated variants, Calvo prices, Calvo wages, habit formation, investment adj. costs, Working capital loans","2026-06-18","derivation-only (needs_review)"
"US_CFP17endo","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Targeting Long Rates in a Model with Segmented Markets","2017","New Keynesian DSGE with Segmented Bond Markets and Financial Intermediation (Linear)","United States","4. Banking Sector / Bank Capital Channel","financial intermediary, Two types of bonds, Calvo prices, Calvo wages, habit formation, investment adj. costs, Flexible-price counterpart for output gap","2026-06-18","derivation-only (needs_review)"
"US_CFP17exo","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Targeting Long Rates in a Model with Segmented Markets","2017","New Keynesian DSGE with Segmented Bond Markets and Exogenous Segmentation (Linear)","United States","4. Banking Sector / Bank Capital Channel","financial intermediary, Two types of bonds, Calvo prices, Calvo wages, habit formation, investment adj. costs, Flexible-price counterpart for output gap","2026-06-18","derivation-only (needs_review)"
"US_CMR10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Factors in Economic Fluctuations","2010","Medium-scale New Keynesian DSGE with banking sector and financial frictions","United States (and Euro Area)","3. Financial Accelerator / BGG-type Credit Frictions","banking sector, financial accelerator (BGG), habit formation, investment adj. costs, Calvo prices+wages, Money demand, distortionary taxes, Flexible-price/wage counterfactual economy included","2026-06-18","derivation-only (needs_review)"
"US_CMR10fa","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Factors in Economic Fluctuations (Financial Accelerator Model variant)","2010","Medium-scale New Keynesian DSGE with financial accelerator (simplified banking variant)","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), habit formation, investment adj. costs, Calvo prices+wages, No detailed banking/money demand block, entrepreneur net worth","2026-06-18","derivation-only (needs_review)"
"US_CMR14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Risk Shocks","2014","Medium-scale New Keynesian DSGE with financial frictions and risk shocks","United States","3. Financial Accelerator / BGG-type Credit Frictions","Time-varying volatility, financial accelerator (BGG), Anticipated, habit formation, Calvo prices+wages, investment adj. costs, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_CMR14noFA","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Risk Shocks (No Financial Accelerator variant)","2014","Medium-scale New Keynesian DSGE without financial accelerator (counterfactual variant)","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), credit frictions, habit formation, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual economy included, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_CPS10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation-Gap Persistence in the US","2010","Small-scale New Keynesian DSGE (linearized)","United States","1. Baseline NK / Monetary Policy Rules","inflation targeting, habit formation, Calvo prices, Parameterization from two subsamples","2026-06-18","derivation-only (needs_review)"
"US_DG08","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The External Finance Premium and the Macroeconomy: US Post-WWII Evidence","2008","Medium-scale New Keynesian DSGE with financial accelerator","United States (post-WWII, 1954-2004)","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), habit formation, investment adj. costs, Calvo prices+wages, Flexible-price/wage counterfactual variables included, Estimated on US data, external finance premium","2026-06-18","derivation-only (needs_review)"
"US_DNGS15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation in the Great Recession and New Keynesian Models","2015","Medium-scale New Keynesian DSGE with financial frictions (baseline variant)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","credit frictions, financial accelerator (BGG), habit formation, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual variables included, inflation targeting","2026-06-18","derivation-only (needs_review)"
"US_DNGS15_SW","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation in the Great Recession and New Keynesian Models (SW variant -- Smets-Wouters without financial frictions)","2015","Medium-scale New Keynesian DSGE without financial frictions (Smets-Wouters 2007 re-estimated with 2012Q3 data)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Smets-Wouters, financial accelerator (BGG), habit formation, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual variables included, inflation targeting, credit frictions","2026-06-18","derivation-only (needs_review)"
