"ModelID","Task","Paper","Year","ModelType","Economy","Category","KeyFeatures","DateAdded","Status"
"US_DNGS15_SWSP","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation in the Great Recession and New Keynesian Models (SWSP variant -- SW with financial frictions and credit spread observable)","2015","Medium-scale New Keynesian DSGE with financial frictions estimated with credit spread data","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","credit frictions, financial accelerator (BGG), external finance premium, habit formation, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual variables included, inflation targeting","2026-06-18","derivation-only (needs_review)"
"US_DNGS15_SWpi","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation in the Great Recession and New Keynesian Models (SWpi variant -- SW with drifting inflation target)","2015","Medium-scale New Keynesian DSGE with drifting inflation target but without financial frictions","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","inflation targeting, credit frictions, habit formation, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual variables included","2026-06-18","derivation-only (needs_review)"
"US_FGKR15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Fiscal Volatility Shocks and Economic Activity","2015","Medium-scale New Keynesian DSGE with stochastic volatility in fiscal instruments","United States","7. Fiscal Policy / Government Spending","distortionary taxes, Calvo prices, habit formation, investment adj. costs, 2nd-order approximation","2026-06-18","derivation-only (needs_review)"
"US_FM95","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation Persistence / Monetary Policy Trade-offs and the Correlation between Nominal Interest Rates and Real Output","1995","Small-scale backward-looking/hybrid macro model (linearized)","United States","1. Baseline NK / Monetary Policy Rules","staggered wage contracts, Fuhrer-Moore contracts, Model described in Levin-Wieland-Williams, Parameterization from Fuhrer, Linear model","2026-06-18","derivation-only (needs_review)"
"US_FMS134","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Pitfall with Estimated DSGE-Based Government Spending Multipliers","2013","Medium-scale New Keynesian DSGE with endogenous fiscal policy and Edgeworth complementarity","United States","7. Fiscal Policy / Government Spending","habit formation, Calvo prices+wages, investment adj. costs, Endogenous government spending rule, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_FRB03","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Performance of Forecast-Based Monetary Policy Rules under Model Uncertainty","2003","Large-scale linearized macroeconometric model (FRB-US LINVER version, 2003 vintage)","United States","14. Large Official Policy Models","large-scale multi-sector, Fiscal sector, Financial sector","2026-06-18","derivation-only (needs_review)"
"US_FU19","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Accounting for Post-Crisis Inflation: A Retro Analysis","2019","Medium-scale New Keynesian DSGE (Smets-Wouters style, linearized)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Smets-Wouters, habit formation, Calvo prices+wages, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"US_FV10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Econometrics of DSGE Models (Baseline New Keynesian DSGE Model)","2010","Baseline New Keynesian DSGE (nonlinear, with investment-specific technology)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","nonlinear model, IST shocks, Calvo prices+wages, Capital utilization with quadratic costs, Capital adjustment costs, habit formation, preference/risk-premium shocks, predetermined_variables declaration for capital","2026-06-18","derivation-only (needs_review)"
"US_FV15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Nonlinear Adventures at the Zero Lower Bound (Time-Varying Volatility variant of Fernandez-Villaverde baseline model)","2015","Baseline New Keynesian DSGE with time-varying (stochastic) volatility","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Extension of Fernandez-Villaverde, nonlinear model, Calvo prices+wages, investment adj. costs, habit formation, predetermined_variables declaration for capital","2026-06-18","derivation-only (needs_review)"
"US_HL16","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Equity Price Channel in a New-Keynesian DSGE Model with Financial Frictions and Banking","2016","Medium-scale New Keynesian DSGE with banking sector, housing, and heterogeneous households (estimated)","United States","4. Banking Sector / Bank Capital Channel","patient/impatient HH, bank capital/leverage, collateral constraints (LTV), Calvo prices, habit formation, Physical capital adjustment costs, Estimated on US data, Equity","2026-06-18","derivation-only (needs_review)"
"US_IAC05","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","House Prices, Borrowing Constraints, and Monetary Policy in the Business Cycle","2005","Small-scale New Keynesian DSGE with housing and collateral constraints (linearized)","United States","8. Housing / Collateral Constraints","patient/impatient HH, nominal debt contracts, collateral constraints (LTV), Calvo prices, Linearized model","2026-06-18","derivation-only (needs_review)"
"US_IN10","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Housing Market Spillovers: Evidence from an Estimated DSGE Model","2010","Two-sector New Keynesian DSGE with housing sector (estimated)","United States","8. Housing / Collateral Constraints","housing market, patient/impatient HH, Two capital stocks, Two labor types, Sector-specific productivity trends, Calvo prices+wages, investment adj. costs, Flexible-price/wage counterfactual economy included","2026-06-18","derivation-only (needs_review)"
"US_IR11","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A New Keynesian Perspective on the Great Recession","2011","Small-scale New Keynesian DSGE (linearized)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","three-equation New Keynesian model, habit formation, inflation indexation, Renormalized cost-push shock, ML estimation, Observable variables","2026-06-18","derivation-only (needs_review)"
"US_IR15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy, Bond Risk Premia, and the Economy","2015","Small-scale New Keynesian DSGE integrated with affine term structure model (macro-finance, linearized)","United States","4. Banking Sector / Bank Capital Channel","term structure, inflation targeting, Yield curve, Risk price parameters, Linearized model","2026-06-18","derivation-only (needs_review)"
"US_JPT11","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Investment Shocks and the Relative Price of Investment","2011","New Keynesian DSGE (medium-scale, Bayesian estimated)","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","Bayesian estimation, IST shocks, habit formation, Calvo prices, variable capital util., investment adj. costs","2026-06-18","derivation-only (needs_review)"
"US_KK14","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Toward a Taylor Rule for Fiscal Policy","2014","New Keynesian DSGE with distortionary taxation","United States","7. Fiscal Policy / Government Spending","capital accumulation, distortionary taxes, Calvo prices+wages, habit formation, investment adj. costs, Ricardian/non-Ricardian HH, Taylor-type monetary policy rule","2026-06-18","derivation-only (needs_review)"
"US_LTW17","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Clearing Up the Fiscal Multiplier Morass","2017","Medium-scale New Keynesian DSGE with rich fiscal block (Bayesian estimated)","United States","7. Fiscal Policy / Government Spending","distortionary taxes, rule-of-thumb HH, investment adj. costs, Calvo prices+wages, Two distinct monetary-fiscal policy regimes, Baseline version","2026-06-18","derivation-only (needs_review)"
"US_LTW17gz","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Clearing Up the Fiscal Multiplier Morass (gz variant -transfers respond to debt)","2017","Medium-scale New Keynesian DSGE with rich fiscal block (Bayesian estimated) -gz variant","United States","7. Fiscal Policy / Government Spending","govt debt dynamics, Ricardian/non-Ricardian HH, investment adj. costs, Calvo prices+wages, Two monetary-fiscal policy regimes","2026-06-18","derivation-only (needs_review)"
"US_LTW17nu","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Clearing Up the Fiscal Multiplier Morass (nu variant -no government spending in utility)","2017","Medium-scale New Keynesian DSGE with rich fiscal block -nu (no utility) variant","United States","7. Fiscal Policy / Government Spending","Ricardian/non-Ricardian HH, investment adj. costs, Calvo prices+wages, Two monetary-fiscal policy regimes","2026-06-18","derivation-only (needs_review)"
"US_LTW17rot","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Clearing Up the Fiscal Multiplier Morass (rot variant -rule-of-thumb consumers)","2017","Medium-scale New Keynesian DSGE with rich fiscal block -rot (rule-of-thumb) variant","United States","7. Fiscal Policy / Government Spending","rule-of-thumb HH, investment adj. costs, Calvo prices+wages, Government spending in utility function, Two monetary-fiscal policy regimes","2026-06-18","derivation-only (needs_review)"
"US_LWY13","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Fiscal Foresight and Information Flows","2013","Medium-scale New Keynesian DSGE with fiscal foresight (news shocks)","United States","7. Fiscal Policy / Government Spending","distortionary taxes, fiscal foresight, Ricardian/non-Ricardian HH, investment adj. costs, Calvo prices+wages, ZLB","2026-06-18","derivation-only (needs_review)"
"US_MI07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Expectations, Learning and Macroeconomic Persistence","2007","New Keynesian (linearized) with adaptive learning -rational expectations version in MMB","United States","12. Learning & Expectations Formation","adaptive learning, habit formation, inflation indexation, Bayesian estimation, state space","2026-06-18","derivation-only (needs_review)"
"US_MR07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Sticky Information in General Equilibrium","2007","New Keynesian DSGE with sticky information (linearized)","United States","12. Learning & Expectations Formation","sticky information, Bayesian estimation, Variables","2026-06-18","derivation-only (needs_review)"
"US_OR03","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Quest for Prosperity without Inflation","2003","Small-scale backward-looking empirical macro model (VAR-based structural equations)","United States","1. Baseline NK / Monetary Policy Rules","Purely backward-looking, Real-time data analysis, Three-variable system","2026-06-18","derivation-only (needs_review)"
"US_PM08","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Small Quarterly Projection Model of the US Economy","2008","Small semi-structural quarterly projection model (no financial-real linkages -baseline version)","United States","14. Large Official Policy Models","Core variables, Equilibrium real interest rate, financial conditions channel","2026-06-18","derivation-only (needs_review)"
"US_PM08fl","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Small Quarterly Projection Model of the US Economy (with Financial-Real Linkages)","2008","Small semi-structural quarterly projection model with financial-real linkages (fl variant)","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial conditions channel, Core variables","2026-06-18","derivation-only (needs_review)"
"US_PV15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Frictions and the Extensive Margin of Activity","2015","New Keynesian DSGE with financial frictions and firm entry/exit (extensive margin)","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), credit frictions, Heterogeneous firms, patient/impatient HH, Calvo prices+wages, investment adj. costs, external finance premium, Estimated on US data 1993Q1–2012Q3","2026-06-18","derivation-only (needs_review)"
"US_RA07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Does Inflation Increase after a Monetary Policy Tightening? Answers Based on an Estimated DSGE Model","2007","New Keynesian DSGE with cost channel of monetary transmission (nonlinear, estimated)","United States","1. Baseline NK / Monetary Policy Rules","cost channel, The cost channel, Calvo prices+wages, habit formation, investment adj. costs, Bayesian estimation, Addresses the ""price puzzle""","2026-06-18","derivation-only (needs_review)"
"US_RE09","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Sticky-Information General-Equilibrium Model for Policy Analysis","2009","New Keynesian DSGE with sticky information in prices, wages, and consumption (linearized)","United States","12. Learning & Expectations Formation","sticky information, Information stickiness, Bayesian estimation, no capital, Covers","2026-06-18","derivation-only (needs_review)"
"US_RS99","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Policy Rules for Inflation Targeting","1999","Small-scale backward-looking reduced-form macro model (semi-structural)","United States","1. Baseline NK / Monetary Policy Rules","Four-quarter average inflation, Linear-quadratic policy rule optimization possible","2026-06-18","derivation-only (needs_review)"
"US_SW07","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Shocks and Frictions in US Business Cycles: A Bayesian DSGE Approach","2007","Medium-scale New Keynesian DSGE (Bayesian estimated) -benchmark model","United States","2. Estimated DSGE Benchmarks (Smets-Wouters Type)","markup shocks, habit formation, Calvo prices, Calvo wages, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"US_VI16bgg","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Frictions in the Euro Area and the United States: A Bayesian Assessment","2016","Smets-Wouters DSGE augmented with BGG financial accelerator (Bernanke-Gertler-Gilchrist) -US version","United States","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator (BGG), costly state verification, external finance premium, Calvo prices+wages, habit formation, investment adj. costs, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_VI16gk","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Financial Frictions in the Euro Area and the United States: A Bayesian Assessment","2016","Smets-Wouters DSGE augmented with Gertler-Karadi financial intermediary frictions -US version","United States","4. Banking Sector / Bank Capital Channel","financial intermediary, credit frictions, Franchise value of surviving banks, Calvo prices+wages, habit formation, investment adj. costs, Bayesian estimation","2026-06-18","derivation-only (needs_review)"
"US_VMDno","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","(Un)anticipated Monetary Policy in a DSGE Model with a Shadow Banking System","2013","Large-scale New Keynesian DSGE with shadow banking system -""normal times"" variant","United States","4. Banking Sector / Bank Capital Channel","banking sector, financial intermediary, financial accelerator (BGG), Calvo prices+wages, habit formation, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"US_YR13","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Implications of Financial Frictions and Imperfect Knowledge in the Estimated DSGE Model of the US Economy","2013","Smets-Wouters DSGE with financial accelerator (BGG) and adaptive learning","United States","3. Financial Accelerator / BGG-type Credit Frictions","adaptive learning, financial accelerator (BGG), entrepreneur net worth, Calvo prices+wages, habit formation, investment adj. costs","2026-06-18","derivation-only (needs_review)"
"NK_ADE25cpi","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Trade Wars and the Optimal Design of Monetary Rules","2025","NK two-country open economy, nonlinear","Two-country open economy","6. Open Economy / Multi-Country","two-country open economy, endogenous import tariffs, Nash tariff setting, producer-currency pricing, Rotemberg price adjustment costs, home bias, internationally traded bonds, CPI-inflation-targeting rule, optimal monetary rule design, trade war, nonlinear","2026-06-18","derivation-only (needs_review)"
"NK_ADE25ppi","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Trade Wars and the Optimal Design of Monetary Rules","2025","NK two-country open economy, nonlinear","Two-country open economy","6. Open Economy / Multi-Country","two-country open economy, endogenous import tariffs, Nash tariff setting, producer-currency pricing, Rotemberg price adjustment costs, home bias, internationally traded bonds, PPI/domestic-inflation-targeting rule, optimal monetary rule design, trade war, nonlinear","2026-06-18","derivation-only (needs_review)"
"NK_BGG99AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Financial Accelerator in a Quantitative Business Cycle Framework","1999","NK financial accelerator, log-linearized (adaptive-learning variant)","Closed economy (calibrated to US)","3. Financial Accelerator / BGG-type Credit Frictions","financial accelerator, costly state verification, external finance premium, entrepreneur net worth, capital producers, Calvo pricing, adaptive learning variant, log-linearized","2026-06-18","derivation-only (needs_review)"
"NK_CDK24","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Energy Prices and Household Heterogeneity: Monetary Policy in a Gas-TANK","2024","NK two-agent (TANK) small open economy, log-linear","Small open economy","10. Energy & Commodities","Gas-TANK, imported energy in production, two-agent unconstrained + hand-to-mouth households, sticky-wage labor unions, energy importers, Calvo prices, consumption gap, Taylor rule, Ramsey policy, energy price shock, small open economy, log-linear","2026-06-18","derivation-only (needs_review)"
"NK_CGG02AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","A Simple Framework for International Monetary Policy Analysis","2002","NK two-country open economy, log-linear (adaptive-learning variant)","Two-country open economy","6. Open Economy / Multi-Country","two-country open economy, Nash vs cooperative monetary policy, complete international risk sharing, Calvo prices, time-varying labor market power cost-push, adaptive learning variant, log-linear","2026-06-18","derivation-only (needs_review)"
"NK_CGG99AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Science of Monetary Policy: A New Keynesian Perspective","1999","Baseline NK reduced-form, log-linear (adaptive-learning variant)","Closed economy (calibrated to US)","1. Baseline NK / Monetary Policy Rules","baseline three-equation NK, forward-looking IS, forward-looking Phillips curve, discretion vs commitment, demand and cost-push shocks, adaptive learning variant, reduced-form log-linear","2026-06-18","derivation-only (needs_review)"
"NK_GMAS25cpi","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy and Exchange Rate Volatility in a Small Open Economy","2005","NK small open economy, log-linear model(linear)","Small open economy","6. Open Economy / Multi-Country","small open economy, Calvo sticky prices, complete international financial markets, CES home/foreign bundles, CPI-inflation Taylor rule, exchange rate volatility, Gali-Monacelli, model(linear) log-linear","2026-06-18","derivation-only (needs_review)"
"NK_GMAS25ppi","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Monetary Policy and Exchange Rate Volatility in a Small Open Economy","2005","NK small open economy, log-linear model(linear)","Small open economy","6. Open Economy / Multi-Country","small open economy, Calvo sticky prices, complete international financial markets, CES home/foreign bundles, domestic/PPI-inflation Taylor rule, exchange rate volatility, Gali-Monacelli, model(linear) log-linear","2026-06-18","derivation-only (needs_review)"
"NK_GN25","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Energy Price Shocks, Unemployment, and Monetary Policy","2025","HANK with search-and-matching, log-linear model(linear)","Closed economy","10. Energy & Commodities","HANK, uninsured unemployment risk, search-and-matching labor frictions, non-homothetic energy consumption, energy as production input, Calvo wholesale firms, optimal and optimized simple rules, energy price shock, log-linear","2026-06-18","derivation-only (needs_review)"
"NK_LWW03AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Performance of Forecast-Based Monetary Policy Rules under Model Uncertainty","2003","Small optimizing AD-AS NK, log-linear (adaptive-learning variant)","Closed economy (US)","1. Baseline NK / Monetary Policy Rules","small optimizing AD-AS, forward-looking Phillips and IS curves, natural real rate, forecast-based monetary policy rules, model uncertainty, adaptive learning variant, linear","2026-06-18","derivation-only (needs_review)"
"NK_RW06AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Optimal Monetary Policy with the Cost Channel","2006","NK cost-channel, log-linear model(linear) (adaptive-learning variant)","Stylized closed economy","1. Baseline NK / Monetary Policy Rules","cost channel, working-capital loans, nominal interest rate in real marginal cost, Calvo prices, optimal monetary policy, adaptive learning variant, model(linear)","2026-06-18","derivation-only (needs_review)"
"NK_RW97AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy","1997","NK (Rotemberg-Woodford), log-linear (adaptive-learning variant)","United States","1. Baseline NK / Monetary Policy Rules","Rotemberg-Woodford, interest-sensitive purchases chosen in advance, Calvo staggered pricing with one/two-quarter decision lags, monopolistic competition, monetary policy rule evaluation, adaptive learning variant, log-linear","2026-06-18","derivation-only (needs_review)"
"US_BR13","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Why Are the 2000s So Different from the 1970s?","2013","NK with oil, log-linear","United States","10. Energy & Commodities","oil in production and consumption, real wage rigidity, imperfect inflation-expectation credibility, Calvo prices, Taylor rule, minimum-distance oil-shock IRF matching, structural change 1970s vs 2000s, log-linear","2026-06-18","derivation-only (needs_review)"
"US_FM95AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Inflation Persistence","1995","Fuhrer-Moore relative-contracting, linear (adaptive-learning variant)","United States","1. Baseline NK / Monetary Policy Rules","Fuhrer-Moore relative real contracting, four-quarter staggered nominal contracts, inflation persistence, reduced-form VAR for output gap and bill rate, nominal-output growth rule, adaptive learning variant, model(linear)","2026-06-18","derivation-only (needs_review)"
"US_FRB22_mcap","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","LINVER: The Linear Version of FRB/US","2022","Large-scale semi-structural macroeconometric (LINVER), linear","United States","14. Large Official Policy Models","LINVER, FRB/US linear version, large-scale semi-structural, model-consistent expectations in financial markets + VAR-based elsewhere, selectable simple policy rules, effective lower bound ELB, linear","2026-06-18","derivation-only (needs_review)"
"US_FRB22_mcapwp","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","LINVER: The Linear Version of FRB/US","2022","Large-scale semi-structural macroeconometric (LINVER), linear","United States","14. Large Official Policy Models","LINVER, FRB/US linear version, large-scale semi-structural, model-consistent expectations in financial markets and wage-price setting + VAR-based elsewhere, ELB, linear","2026-06-18","derivation-only (needs_review)"
"US_FRB22_mceall","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","LINVER: The Linear Version of FRB/US","2022","Large-scale semi-structural macroeconometric (LINVER), linear","United States","14. Large Official Policy Models","LINVER, FRB/US linear version, large-scale semi-structural, all expectations model-consistent, ELB, fiscal stabilization, linear","2026-06-18","derivation-only (needs_review)"
"US_FRB22_var","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","LINVER: The Linear Version of FRB/US","2022","Large-scale semi-structural macroeconometric (LINVER), linear","United States","14. Large Official Policy Models","LINVER, FRB/US linear version, large-scale semi-structural, all expectations VAR-based, ELB, linear","2026-06-18","derivation-only (needs_review)"
"US_GG24","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Oil Prices, Monetary Policy and Inflation Surges","2024","NK with oil and search-and-matching, log-linearized (estimated)","United States","10. Energy & Commodities","oil price shocks, Mortensen-Pissarides search-and-matching, Nash wage with real wage rigidity, Calvo retail, monthly estimated, IRF matching, inflation surge, labor-market tightness, log-linear","2026-06-18","derivation-only (needs_review)"
"US_MI07AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Expectations, Learning and Macroeconomic Persistence","2007","NK with adaptive learning, log-linear","United States","12. Learning & Expectations Formation","constant-gain adaptive learning, subjective expectations, habit IS/Euler equation, Calvo Phillips curve with indexation, perceived law of motion, macroeconomic persistence, estimated, log-linear","2026-06-18","derivation-only (needs_review)"
"US_SW07AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","Learning in an Estimated Medium-Scale DSGE Model","2012","Medium-scale NK DSGE with adaptive learning, log-linear","United States","12. Learning & Expectations Formation","Smets-Wouters medium-scale DSGE with adaptive learning, perceived law of motion, constant-gain recursive least squares, MSV/VAR learning, Calvo-Kimball prices and wages, investment adjustment costs, variable utilization, habit, log-linear","2026-06-18","derivation-only (needs_review)"
"US_VGMP15","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Effects of Oil Price Shocks in a New-Keynesian Framework with Capital Accumulation","2015","NK with oil and capital, log-linear (estimated)","United States","10. Energy & Commodities","oil in consumption and production, capital accumulation, exogenous real capital price, Calvo prices, Bayesian estimation, oil price shock, energy output elasticity and cost share, log-linear","2026-06-18","derivation-only (needs_review)"
"US_YR13AL","MMB paper derivation reference (8-section FOC/equilibrium derivation, EN+ZH); no runnable .mod","The Implications of Financial Frictions and Imperfect Knowledge in the Estimated DSGE Model of the US Economy","2013","Medium-scale NK DSGE with financial accelerator and adaptive learning, log-linear","United States","3. Financial Accelerator / BGG-type Credit Frictions","Smets-Wouters medium-scale DSGE, BGG financial accelerator, external finance premium, entrepreneur net worth, adaptive learning via Kalman filter, AR(2) forecasting functions, Bayesian estimation, risk-premium shock, log-linear","2026-06-18","derivation-only (needs_review)"
